No Baru;RTH;Nama Jenis;Spesies;Jumlah Individu;Latitude;Longitude;IUCN;Keterangan Luas;Image
36;Taman Monumen Achmadi;Bondol Peking;Lonchura punctulata;4;-7,559100278;-110,8280031;Least Concern;Kecil;22. bondol peking.jpg
36;Taman Monumen Achmadi;Cabai Jawa;Dicaeum trochileum;1;-7,559100278;-110,8280031;Least Concern;Kecil;21. cabai jawa jantan.jpg
36;Taman Monumen Achmadi;Cucak Kutilang;Pycnonotus aurigaster;1;-7,559100278;-110,8280031;Least Concern;Kecil;34. cucak kutilang.jpg
36;JL.A.Yani;Layang-layang Asia;Hirundo rustica;1324;-7,559100278;-110,8280031;Least Concern;Kecil;27. layang layang asia.jpg
36;Taman Monumen Achmadi;Walet Linci;Collocalia linchi;5;-7,559100278;-110,8280031;Least Concern;Kecil;
36;Taman Monumen Achmadi;Perkutut Jawa;Geopelia striata;2;-7,559100278;-110,8280031;Least Concern;Kecil;19. perkutut jawa.jpg
37;Sempadan Sungai Gajah Putih;Cucak Kutilang;Pycnonotus aurigaster;4;-7,551040278;-110,8030014;Least Concern;Kecil;34. cucak kutilang.jpg
37;Sempadan Sungai Gajah Putih;Merbah Cerucuk;Pycnonotus goiavier;3;-7,551040278;-110,8030014;Least Concern;Kecil;43 . merbah cerucuk.jpg
37;Sempadan Sungai Gajah Putih;Caladi ulam;Dendrocopos macei;1;-7,551040278;-110,8030014;Least Concern;Kecil;
37;Sempadan Sungai Gajah Putih;Perkutut Jawa;Geopelia striata;2;-7,551040278;-110,8030014;Least Concern;Kecil;19. perkutut jawa.jpg
38;Sempadan Sungai Boro;Burung-gereja Erasia;Passer montanus;6;-7,56607;-110,8399964;Least Concern;Kecil;32. gereja erasia.jpg
38;Sempadan Sungai Boro;Cabai Jawa;Dicaeum trochileum;2;-7,56607;-110,8399964;Least Concern;Kecil;21. cabai jawa jantan.jpg
38;Sempadan Sungai Boro;Burung-madu Sriganti;Nectarinia jugularis;4;-7,56607;-110,8399964;Least Concern;Kecil;30. sriganti jantan.jpg
38;Sempadan Sungai Boro;Layang-layang Asia;Hirundo rustica;3;-7,56607;-110,8399964;Least Concern;Kecil;27. layang layang asia.jpg
38;Sempadan Sungai Boro;Walet Linci;Collocalia linchi;4;-7,56607;-110,8399964;Least Concern;Kecil;
39;Makam Astonoloyo;Bondol Jawa;Lonchura leucogastroides;2;-7,538390278;-110,8339997;Least Concern;Kecil;23. bondol jawa.jpg
39;Makam Astonoloyo;Cabai Jawa;Dicaeum trochileum;1;-7,538390278;-110,8339997;Least Concern;Kecil;21. cabai jawa jantan.jpg
39;Makam Astonoloyo;Cinenen Pisang;Orthotomus sutorius;1;-7,538390278;-110,8339997;Least Concern;Kecil;13. cinenen pisang.jpg
39;Makam Astonoloyo;Cucak Kutilang;Pycnonotus aurigaster;1;-7,538390278;-110,8339997;Least Concern;Kecil;34. cucak kutilang.jpg
39;Makam Astonoloyo;Walet Linci;Collocalia linchi;9;-7,538390278;-110,8339997;Least Concern;Kecil;
39;Makam Astonoloyo;Sepah Kecil;Pericrocotus cinnamomeus;6;-7,538390278;-110,8339997;Least Concern;Kecil;Sepah Kecil_Pericrocotus cinnamomeus.jpg
39;Makam Astonoloyo;Merbah Cerucuk;Pycnonotus goiavier;1;-7,538390278;-110,8339997;Least Concern;Kecil;45 . merbah cerucuk.jpg
39;Makam Astonoloyo;Perkutut Jawa;Geopelia striata;1;-7,538390278;-110,8339997;Least Concern;Kecil;19. perkutut jawa.jpg
40;Taman Cerdas Mojosongo;Bondol Jawa;Lonchura leucogastroides;4;-7,53713;-110,8379975;Least Concern;Kecil;23. bondol jawa.jpg
40;Taman Cerdas Mojosongo;Bondol Peking;Lonchura punctulata;2;-7,53713;-110,8379975;Least Concern;Kecil;22. bondol peking.jpg
40;Taman Cerdas Mojosongo;Burung-gereja Erasia;Passer montanus;4;-7,53713;-110,8379975;Least Concern;Kecil;32. gereja erasia.jpg
40;Taman Cerdas Mojosongo;Cabai Jawa;Dicaeum trochileum;2;-7,53713;-110,8379975;Least Concern;Kecil;21. cabai jawa jantan.jpg
40;Taman Cerdas Mojosongo;Cucak Kutilang;Pycnonotus aurigaster;2;-7,53713;-110,8379975;Least Concern;Kecil;34. cucak kutilang.jpg
40;Taman Cerdas Mojosongo;Walet Linci;Collocalia linchi;5;-7,53713;-110,8379975;Least Concern;Kecil;
40;Taman Cerdas Mojosongo;Merbah Cerucuk;Pycnonotus goiavier;1;-7,53713;-110,8379975;Least Concern;Kecil;47 . merbah cerucuk.jpg
40;Taman Cerdas Mojosongo;Tekukur Biasa;Spilopelia chinensis;1;-7,53713;-110,8379975;Least Concern;Kecil;18. tekukur biasa.jpg
41;JL.A.Yani;Burung-gereja Erasia;Passer montanus;4;-7,559899722;-110,8369981;Least Concern;Kecil;32. gereja erasia.jpg
41;JL.A.Yani;Walet Linci;Collocalia linchi;6;-7,559899722;-110,8369981;Least Concern;Kecil;
42;Jalur Pejalan Kaki Jalan Monginsidi;Cabai Jawa;Dicaeum trochileum;1;-7,55903;-110,8320008;Least Concern;Kecil;21. cabai jawa jantan.jpg
42;Jalur Pejalan Kaki Jalan Monginsidi;Cucak Kutilang;Pycnonotus aurigaster;1;-7,55903;-110,8320008;Least Concern;Kecil;34. cucak kutilang.jpg
42;Jalur Pejalan Kaki Jalan Monginsidi;Walet Linci;Collocalia linchi;3;-7,55903;-110,8320008;Least Concern;Kecil;
42;Jalur Pejalan Kaki Jalan Monginsidi;Merbah Cerucuk;Pycnonotus goiavier;1;-7,55903;-110,8320008;Least Concern;Kecil;38 . merbah cerucuk.jpg
43;Jl. Adi Sucipto;Cucak Kutilang;Pycnonotus aurigaster;2;-7,546748;110,778541;Least Concern;Kecil;34. cucak kutilang.jpg
43;Jl. Adi Sucipto;Burung-gereja Erasia;Passer montanus;8;-7,546748;110,778541;Least Concern;Kecil;32. gereja erasia.jpg
43;Jl. Adi Sucipto;Cabai Jawa;Dicaeum trochileum;1;-7,546748;110,778541;Least Concern;Kecil;21. cabai jawa jantan.jpg
43;Jl. Adi Sucipto;Tekukur Biasa;Spilopelia chinensis;4;-7,546748;110,778541;Least Concern;Kecil;18. tekukur biasa.jpg
44;Jalur Hijau Jalan Slamet Riyadi;Tekukur Biasa;Spilopelia chinensis;1;-7,55972434;110,7879183;Least Concern;Kecil;18. tekukur biasa.jpg
44;Jalur Hijau Jalan Slamet Riyadi;Perkutut Jawa;Geopelia striata;1;-7,55972434;110,7879183;Least Concern;Kecil;19. perkutut jawa.jpg
44;Jalur Hijau Jalan Slamet Riyadi;Takur Ungkut-ungkut;Megalaima haemacephala;1;-7,55972434;110,7879183;Least Concern;Kecil;29. takur ungkut ungkut.jpg
44;Jalur Hijau Jalan Slamet Riyadi;Layang-layang Asia;Hirundo rustica;8;-7,55972434;110,7879183;Least Concern;Kecil;27. layang layang asia.jpg
44;Jalur Hijau Jalan Slamet Riyadi;Walet Linci;Collocalia linchi;4;-7,55972434;110,7879183;Least Concern;Kecil;
44;Jalur Hijau Jalan Slamet Riyadi;Burung-gereja Erasia;Passer montanus;10;-7,55972434;110,7879183;Least Concern;Kecil;32. gereja erasia.jpg
44;Jalur Hijau Jalan Slamet Riyadi;Cucak Kutilang;Pycnonotus aurigaster;1;-7,55972434;110,7879183;Least Concern;Kecil;34. cucak kutilang.jpg
44;Jalur Hijau Jalan Slamet Riyadi;Bondol Jawa;Lonchura leucogastroides;2;-7,55972434;110,7879183;Least Concern;Kecil;23. bondol jawa.jpg
45;Makam Kramat;Layang-layang Asia;Hirundo rustica;5;-7,569670469;110,7915078;Least Concern;Kecil;27. layang layang asia.jpg
45;Makam Kramat;Tekukur Biasa;Spilopelia chinensis;2;-7,569670469;110,7915078;Least Concern;Kecil;18. tekukur biasa.jpg
45;Makam Kramat;Bondol Jawa;Lonchura leucogastroides;4;-7,569670469;110,7915078;Least Concern;Kecil;23. bondol jawa.jpg
45;Makam Kramat;Burung-gereja Erasia;Passer montanus;6;-7,569670469;110,7915078;Least Concern;Kecil;32. gereja erasia.jpg
45;Makam Kramat;Cucak Kutilang;Pycnonotus aurigaster;1;-7,569670469;110,7915078;Least Concern;Kecil;34. cucak kutilang.jpg
45;Makam Kramat;Cinenen Pisang;Orthotomus sutorius;1;-7,569670469;110,7915078;Least Concern;Kecil;13. cinenen pisang.jpg
46;Taman Bermain Anak Jalan Bengle;Layang-layang Asia;Hirundo rustica;5;-7,56182475;110,7841886;Least Concern;Kecil;27. layang layang asia.jpg
46;Taman Bermain Anak Jalan Bengle;Burung-gereja Erasia;Passer montanus;4;-7,56182475;110,7841886;Least Concern;Kecil;32. gereja erasia.jpg
47;Taman Tugu Kebangkitan Nasional;Burung-gereja Erasia;Passer montanus;6;-7,568692;110,805666;Least Concern;Kecil;32. gereja erasia.jpg
47;Taman Tugu Kebangkitan Nasional;Cabai Jawa;Dicaeum trochileum;2;-7,568692;110,805666;Least Concern;Kecil;21. cabai jawa jantan.jpg
47;Taman Tugu Kebangkitan Nasional;Cucak Kutilang;Pycnonotus aurigaster;2;-7,568692;110,805666;Least Concern;Kecil;34. cucak kutilang.jpg
47;Taman Tugu Kebangkitan Nasional;Layang-layang Asia;Hirundo rustica;4;-7,568692;110,805666;Least Concern;Kecil;27. layang layang asia.jpg
47;Taman Tugu Kebangkitan Nasional;Tekukur Biasa;Spilopelia chinensis;1;-7,568692;110,805666;Least Concern;Kecil;18. tekukur biasa.jpg
47;Taman Tugu Kebangkitan Nasional;Walet Linci;Collocalia linchi;5;-7,568692;110,805666;Least Concern;Kecil;
48;Taman Balaikota;Cucak Kutilang;Pycnonotus aurigaster;3;-7,569359773;110,8297276;Least Concern;Kecil;34. cucak kutilang.jpg
48;Taman Balaikota;Tekukur Biasa;Spilopelia chinensis;2;-7,569359773;110,8297276;Least Concern;Kecil;18. tekukur biasa.jpg
48;Taman Balaikota;Perkutut Jawa;Geopelia striata;1;-7,569359773;110,8297276;Least Concern;Kecil;19. perkutut jawa.jpg
48;Taman Balaikota;Burung-gereja Erasia;Passer montanus;7;-7,569359773;110,8297276;Least Concern;Kecil;32. gereja erasia.jpg
48;Taman Balaikota;Layang-layang Asia;Hirundo rustica;5;-7,569359773;110,8297276;Least Concern;Kecil;27. layang layang asia.jpg
49;Jalur Pejalan Kaki Jalan Alun-Alun Utara;Burung-gereja Erasia;Passer montanus;6;-7,572970694;110,829167;Least Concern;Kecil;32. gereja erasia.jpg
49;Jalur Pejalan Kaki Jalan Alun-Alun Utara;Layang-layang Asia;Hirundo rustica;2;-7,572970694;110,829167;Least Concern;Kecil;27. layang layang asia.jpg
49;Jalur Pejalan Kaki Jalan Alun-Alun Utara;Cabai Jawa;Dicaeum trochileum;2;-7,572970694;110,829167;Least Concern;Kecil;21. cabai jawa jantan.jpg
50;TPU Cemoro Kembar;Burung-gereja Erasia;Passer montanus;6;-7,592947969;110,8314443;Least Concern;Kecil;32. gereja erasia.jpg
50;TPU Cemoro Kembar;Layang-layang Asia;Hirundo rustica;4;-7,592947969;110,8314443;Least Concern;Kecil;27. layang layang asia.jpg
50;TPU Cemoro Kembar;Walet Linci;Collocalia linchi;4;-7,592947969;110,8314443;Least Concern;Kecil;
50;TPU Cemoro Kembar;Cabai Jawa;Dicaeum trochileum;3;-7,592947969;110,8314443;Least Concern;Kecil;21. cabai jawa jantan.jpg
50;TPU Cemoro Kembar;Cinenen Pisang;Orthotomus sutorius;1;-7,592947969;110,8314443;Least Concern;Kecil;13. cinenen pisang.jpg
50;TPU Cemoro Kembar;Cekakak sungai;Todiramphus chloris;1;-7,592947969;110,8314443;Least Concern;Kecil;Cekakak Sungai_Todiramphus chloris.jpg
51;Taman Lottemart;Bondol Jawa;Lonchura leucogastroides;3;-7,578517;110,807875;Least Concern;Kecil;23. bondol jawa.jpg
51;Taman Lottemart;Cucak Kutilang;Pycnonotus aurigaster;1;-7,578517;110,807875;Least Concern;Kecil;34. cucak kutilang.jpg
51;Taman Lottemart;Layang-layang Asia;Hirundo rustica;6;-7,578517;110,807875;Least Concern;Kecil;27. layang layang asia.jpg
51;Taman Lottemart;Walet Linci;Collocalia linchi;2;-7,578517;110,807875;Least Concern;Kecil;
