No baru;RTH;PCQ;Nama Jenis;Spesies;Tinggi Pohon (m);Keliling (cm);Diameter (cm);Jarak ke Pohon (m);Panjang Coverage (m);Lebar Coverage (m);Latitude;Longitude;IUCN;Keterangan Luas;Image
31;Jalur Pejalan Kaki Jalan Slamet Riyadi;23,1;Mahoni;Swietenia mahagoni;12;312;99,31268449;3;10;9;-7,569034909;110,8175533;Least Concern;Sedang;40_ S mahagoni.jpg
31;Jalur Pejalan Kaki Jalan Slamet Riyadi;23,1;Mahoni;Swietenia mahagoni;11;190;60,47887837;2;8;8;-7,569034909;110,8175533;Least Concern;Sedang;40_ S mahagoni.jpg
31;Jalur Pejalan Kaki Jalan Slamet Riyadi;23,1;Akasia;Acacia auriculiformis;9;138;43,92676429;10;5;3;-7,569034909;110,8175533;Least Concern;Sedang;
31;Jalur Pejalan Kaki Jalan Slamet Riyadi;23,1;Glodokan Tiang;Polyalthia longifolia;9;124;39,47042589;10;4;4;-7,569034909;110,8175533;Least Concern;Sedang;34_Polyathia Longifolia 3.jpg
31;Jalur Pejalan Kaki Jalan Slamet Riyadi;23,2;Asam Londo;Pithecellobium dulce;10;210;66,8450761;2;8;7;-7,569065127;110,8180404;Not Evaluated;Sedang;
31;Jalur Pejalan Kaki Jalan Slamet Riyadi;23,2;Asam Jawa;Tamarindus indica;10;150;47,74648293;6;5;6;-7,569065127;110,8180404;Least Concern;Sedang;
31;Jalur Pejalan Kaki Jalan Slamet Riyadi;23,2;Ketapang Kencana;Terminalia mantaly;10;102;32,46760839;10;8;6;-7,569065127;110,8180404;Least Concern;Sedang;41_T.mantaly.jpg
31;Jalur Pejalan Kaki Jalan Slamet Riyadi;23,2;Sawo Kecik;Manilkara kauki;10;94;29,9211293;10;6;5;-7,569065127;110,8180404;Least Concern;Sedang;37.sawo kecik_Manilkara kauki.jpg
31;Jalur Pejalan Kaki Jalan Slamet Riyadi;23,3;Nyamplung;Calophyllum inophyllum;8;112;35,65070725;4;7;7;-7,569537044;110,8193367;Least Concern;Sedang;Nyamplung_Calophyllum inophyllum.jpg
31;Jalur Pejalan Kaki Jalan Slamet Riyadi;23,3;Nyamplung;Calophyllum inophyllum;8;95;30,23943919;4;5;6;-7,569537044;110,8193367;Least Concern;Sedang;Nyamplung_Calophyllum inophyllum.jpg
31;Jalur Pejalan Kaki Jalan Slamet Riyadi;23,3;Sawo Kecik;Manilkara kauki;9;120;38,19718634;10;5;6;-7,569537044;110,8193367;Data Deficient;Sedang;37.sawo kecik_Manilkara kauki.jpg
31;Jalur Pejalan Kaki Jalan Slamet Riyadi;23,3;Tanjung;Mimusops elengi;9;135;42,97183463;10;6;5;-7,569537044;110,8193367;Least Concern;Sedang;28_Mimusops elengi5.jpg
29;Makam Jalan Veteran;8,3;Jambu;Psidium guajava;7;86;27,37465021;2;5;4;-7,579281009;110,8077716;Least Concern;Sedang;
29;Makam Jalan Veteran;8,3;Kamboja;Plumeria alba;7;112;35,65070725;2;4;4;-7,579281009;110,8077716;Not Evaluated;Sedang;Kamboja Putih_Plumeria alba.jpg
29;Makam Jalan Veteran;8,3;Kelor;Moringa oleifera;10;154;49,01972247;3;7;5;-7,579281009;110,8077716;Least Concern;Sedang;
29;Makam Jalan Veteran;8,3;Johar;Senna siamea;7;125;39,78873577;6;7;7;-7,579281009;110,8077716;Least Concern;Sedang;41_johar.jpg
29;Makam Jalan Veteran;8,2;Johar;Senna siamea;7;95;30,23943919;2;5;5;-7,579571118;110,8075236;Not Evaluated;Sedang;41_johar.jpg
29;Makam Jalan Veteran;8,2;Johar;Senna siamea;8;97;30,87605896;3;6;5;-7,579571118;110,8075236;Least Concern;Sedang;41_johar.jpg
29;Makam Jalan Veteran;8,2;Johar;Senna siamea;9;102;32,46760839;3;6;6;-7,579571118;110,8075236;Not Evaluated;Sedang;41_johar.jpg
29;Makam Jalan Veteran;8,2;Ketapang;Terminalia catappa;9;103;32,78591828;7;5;6;-7,579571118;110,8075236;Least Concern;Sedang;Ketapang_Terminalia catappa.jpg
12;Kompleks PPG PGSD PGPaud UNS;29,1;Akasia;Acacia auriculiformis;10;171;54,43099054;3;7;4;-7,561495123;110,7901372;Least Concern;Besar;
12;Kompleks PPG PGSD PGPaud UNS;29,1;Mangga;Mangifera indica;6;146;46,47324338;8;3;1;-7,561495123;110,7901372;Not Evaluated;Besar;
12;Kompleks PPG PGSD PGPaud UNS;29,1;Mangga;Mangifera indica;6;69;21,96338215;7;5;3;-7,561495123;110,7901372;Least Concern;Besar;
12;Kompleks PPG PGSD PGPaud UNS;29,1;Nangka;Artocarpus heterophyllus;10;132;42,01690498;3;10;6;-7,561495123;110,7901372;Not Evaluated;Besar;42_A heterophyllus.jpg
50;TPU Cemoro Kembar;2,1;Cemara Laut;Casuarina equisetifolia;10;201;63,98028712;2;5;4;-7,592947969;110,8314443;Least Concern;Kecil;Cemara laut_Casuarina equisetifolia.jpg
50;TPU Cemoro Kembar;2,1;Cemara Laut;Casuarina equisetifolia;9;123;39,152116;2;4;4;-7,592947969;110,8314443;Least Concern;Kecil;Cemara laut_Casuarina equisetifolia.jpg
50;TPU Cemoro Kembar;2,1;Ketapang;Terminalia catappa;4;70;22,28169203;4;3;3;-7,592947969;110,8314443;Least Concern;Kecil;Ketapang_Terminalia catappa.jpg
50;TPU Cemoro Kembar;2,1;Waru;Hibiscus tiliaceus;4;120;38,19718634;4;2;2;-7,592947969;110,8314443;Not Evaluated;Kecil;36_Hibiscus tiliaceus.jpg
43;Jl. Adi Sucipto;46,1;Mahoni;Swietenia mahagoni;8;102;32,46760839;5;4;5;-7,546748;110,778541;Data Deficient;Kecil;40_ S mahagoni.jpg
43;Jl. Adi Sucipto;46,1;Mahoni;Swietenia mahagoni;9;130;41,3802852;5;4;5;-7,546748;110,778541;Not Evaluated;Kecil;40_ S mahagoni.jpg
43;Jl. Adi Sucipto;46,1;Glodokan Tiang;Polyalthia longifolia;7;95;30,23943919;5;4;4;-7,546748;110,778541;Least Concern;Kecil;34_Polyathia Longifolia 3.jpg
43;Jl. Adi Sucipto;46,1;Glodokan Tiang;Polyalthia longifolia;7;94;29,9211293;5;4;4;-7,546748;110,778541;Least Concern;Kecil;34_Polyathia Longifolia 3.jpg
10;Urban Forest Pucangsawit;15,1;Trembesi ;Samanea saman;11,3;142;45,20000384;55,8;8,6;7,9;7,57172;110,8477;Least Concern;Besar;31_S saman.jpg
10;Urban Forest Pucangsawit;15,1;Mangga;Mangifera indica;10,4;118;37,56056657;30,2;7,8;5,3;7,57172;110,8477;Data Deficient;Besar;
10;Urban Forest Pucangsawit;15,1;Kelengkeng;Dimocarpus longan;9,6;133;42,33521486;32;8,2;7,4;7,57172;110,8477;Near Threatened;Besar;25_Dimocarpus longan.jpg
10;Urban Forest Pucangsawit;15,1;Kapuk Randu;Ceiba pentandra;14,5;204;64,93521678;48,1;8,7;6,5;7,57172;110,8477;Least Concern;Besar;Kapuk randu_Ceiba pentandra.jpg
10;Urban Forest Pucangsawit;15,2;Sengon;Paraserianthes falcataria;12,8;115;36,60563691;3,8;6,7;5,5;7,572189;110,848796;Least Concern;Besar;41_Paraserianthes falcataria.jpg
10;Urban Forest Pucangsawit;15,2;Sengon;Paraserianthes falcataria;13;127;40,42535555;6,3;8,4;7,6;7,572189;110,848796;Least Concern;Besar;41_Paraserianthes falcataria.jpg
10;Urban Forest Pucangsawit;15,2;Glodokan Tiang;Polyalthia longifolia;10,2;59;18,78028328;13,1;2,8;2,7;7,572189;110,848796;Not Evaluated;Besar;34_Polyathia Longifolia 3.jpg
10;Urban Forest Pucangsawit;15,2;Sengon;Paraserianthes falcataria;12,4;94;29,9211293;4,1;7,5;4,2;7,572189;110,848796;Least Concern;Besar;41_Paraserianthes falcataria.jpg
10;Urban Forest Pucangsawit;15,3;Mahoni;Swietenia mahagoni;4,5;42;13,36901522;2,8;4,7;4;7,57254;110,849015;Near Threatened;Besar;40_ S mahagoni.jpg
10;Urban Forest Pucangsawit;15,3;Beringin;Ficus benjamina;7,1;62;19,73521294;4,9;8,7;6,9;7,57254;110,849015;Least Concern;Besar;25_ F. benjamina.jpg
10;Urban Forest Pucangsawit;15,3;Sengon;Paraserianthes falcataria;7,4;97;30,87605896;18,6;9,2;8,5;7,57254;110,849015;Least Concern;Besar;41_Paraserianthes falcataria.jpg
10;Urban Forest Pucangsawit;15,3;Sengon;Paraserianthes falcataria;8,6;117;37,24225668;6,1;10,1;8,2;7,57254;110,849015;Least Concern;Besar;41_Paraserianthes falcataria.jpg
10;Urban Forest Pucangsawit;15,4;Sengon;Paraserianthes falcataria;11,8;101;32,1492985;15,7;12,7;9,8;7,572334;110,849226;Least Concern;Besar;41_Paraserianthes falcataria.jpg
10;Urban Forest Pucangsawit;15,4;Mahoni;Swietenia mahagoni;10;58;18,4619734;11,5;6,7;5,2;7,572334;110,849226;Near Threatened;Besar;40_ S mahagoni.jpg
10;Urban Forest Pucangsawit;15,4;Sengon;Paraserianthes falcataria;12,2;103;32,78591828;8,1;10,7;9,5;7,572334;110,849226;Least Concern;Besar;41_Paraserianthes falcataria.jpg
10;Urban Forest Pucangsawit;15,4;Trembesi;Samanea saman;11,6;97;30,87605896;6,3;10,9;8,6;7,572334;110,849226;Least Concern;Besar;31_S saman.jpg
10;Urban Forest Pucangsawit;15,5;Mangga;Mangifera indica;5,5;49;15,59718442;4,8;5,5;5,1;7,572579;110,849611;Data Deficient;Besar;
10;Urban Forest Pucangsawit;15,5;Mangga;Mangifera indica;7;38;12,09577567;18,3;5,2;4,1;7,572579;110,849611;Data Deficient;Besar;
10;Urban Forest Pucangsawit;15,5;Mangga;Mangifera indica;6,2;65;20,6901426;12,5;5,3;5;7,572579;110,849611;Data Deficient;Besar;
10;Urban Forest Pucangsawit;15,5;Trembesi;Samanea saman;12,4;236;75,12113314;13,7;22,4;18,6;7,572579;110,849611;Least Concern;Besar;31_S saman.jpg
33;Jalur Hijau Jalan Ronggowarsito (Utara);17,1;Asam Jawa;Tamarindus indica;14,3;219;69,70986507;8,3;7,4;6,8;7,569387;110,826435;Least Concern;Kecil;
33;Jalur Hijau Jalan Ronggowarsito (Utara);17,1;Mangga;Mangifera indica;10,8;86;27,37465021;14,7;8,2;7,1;7,569387;110,826435;Data Deficient;Kecil;
33;Jalur Hijau Jalan Ronggowarsito (Utara);17,1;Asam Jawa;Tamarindus indica;9,4;190;60,47887837;12,4;5,3;5;7,569387;110,826435;Least Concern;Kecil;
33;Jalur Hijau Jalan Ronggowarsito (Utara);17,1;Asam Jawa;Tamarindus indica;15,6;236;75,12113314;9,1;10,2;9,6;7,569387;110,826435;Least Concern;Kecil;
34;Pura Mangkunegaran;24,1;Kleco;Diospyros malabarica;12,3;214;68,11831564;3,2;31,4;28,6;7,567186;110,82276;Not Evaluated;Kecil;24_Diospyros malabarica.jpg
34;Pura Mangkunegaran;24,1;Bodhi;Ficus religiosa;13,4;268;85,3070495;30,9;34,6;29,8;7,567186;110,82276;Least Concern;Kecil;41_F.raligiosa.jpg
34;Pura Mangkunegaran;24,1;Asam Jawa;Tamarindus indica;14;243;77,34930234;87,9;27,4;25,8;7,567186;110,82276;Least Concern;Kecil;
34;Pura Mangkunegaran;24,1;Bintaro;Cerbera manghas;7,5;148;47,10986316;42,8;12,3;10,4;7,567186;110,82276;Least Concern;Kecil;
38;Sempadan Sungai Boro;25,1;Beringin;Ficus benjamina;14,8;281;89,44507802;21,3;12,4;11,9;7,565675;110,840125;Least Concern;Kecil;25_ F. benjamina.jpg
38;Sempadan Sungai Boro;25,1;Kelengkeng;Dimocarpus longan;10,2;96;30,55774907;5,7;9,7;8,6;7,565675;110,840125;Near Threatened;Kecil;25_Dimocarpus longan.jpg
38;Sempadan Sungai Boro;25,1;Blimbing Wuluh;Averrhoa bilimbi;8,4;64;20,37183272;5,9;6,3;4,4;7,565675;110,840125;Not Evaluated;Kecil;
38;Sempadan Sungai Boro;25,1;Mangga;Mangifera indica;9,7;82;26,10141067;8,2;7,5;6,8;7,565675;110,840125;Data Deficient;Kecil;
6;Kawasan Taman Jurug;27,1;Glodokan Tiang;Polyalthia longifolia;10,2;58;18,4619734;7,5;2,8;2,6;7,566979;110,860392;Not Evaluated;Besar;34_Polyathia Longifolia 3.jpg
6;Kawasan Taman Jurug;27,1;Glodokan Tiang;Polyalthia longifolia;10,9;51;16,2338042;10,4;2,7;2,5;7,566979;110,860392;Not Evaluated;Besar;34_Polyathia Longifolia 3.jpg
6;Kawasan Taman Jurug;27,1;Cemara Laut;Casuarina equisetifolia;26,5;219;69,70986507;22,4;8,8;7,5;7,566979;110,860392;Vulnerable;Besar;Cemara laut_Casuarina equisetifolia.jpg
6;Kawasan Taman Jurug;27,1;Mahoni;Swietenia mahagoni;25,4;265;84,35211984;6,9;12,7;10,6;7,566979;110,860392;Near Threatened;Besar;40_ S mahagoni.jpg
6;Kawasan Taman Jurug;27,2;Glodokan Tiang;Polyalthia longifolia;14,3;88;28,01126998;5,6;8,2;7,1;7,566608;110,860203;Not Evaluated;Besar;34_Polyathia Longifolia 3.jpg
6;Kawasan Taman Jurug;27,2;Bintaro;Cerbera manghas;9,2;43;13,68732511;4,3;5,6;4,8;7,566608;110,860203;Least Concern;Besar;
6;Kawasan Taman Jurug;27,2;Eukaliptus;Eucalyptus deglupta;16,9;66;21,00845249;3,8;4,1;3,9;7,566608;110,860203;Vulnerable;Besar;
6;Kawasan Taman Jurug;27,2;Bintaro;Cerbera manghas;10,1;60;19,09859317;3,2;6,2;4,8;7,566608;110,860203;Least Concern;Besar;
6;Kawasan Taman Jurug;27,3;Ketapang Kencana;Terminalia mantaly;11,4;100;31,83098862;10,2;9,7;9,5;7,565552;110,858812;Least Concern;Besar;41_T.mantaly.jpg
6;Kawasan Taman Jurug;27,3;Ketapang Kencana;Terminalia mantaly;12;103;32,78591828;4;11,2;10;7,565552;110,858812;Least Concern;Besar;41_T.mantaly.jpg
6;Kawasan Taman Jurug;27,3;Mahoni;Swietenia mahagoni;9,3;58;18,4619734;6,6;8,7;6,8;7,565552;110,858812;Near Threatened;Besar;40_ S mahagoni.jpg
6;Kawasan Taman Jurug;27,3;Mahoni;Swietenia mahagoni;8,9;46;14,64225476;3,8;4,5;3,6;7,565552;110,858812;Near Threatened;Besar;40_ S mahagoni.jpg
6;Kawasan Taman Jurug;27,4;Ketapang;Terminalia catappa;11,4;112;35,65070725;4,3;11,7;10,6;7,565641;110,860236;Least Concern;Besar;Ketapang_Terminalia catappa.jpg
6;Kawasan Taman Jurug;27,4;Beringin;Ficus benjamina;12,8;453;144,1943784;14,5;2,8;26,5;7,565641;110,860236;Least Concern;Besar;25_ F. benjamina.jpg
6;Kawasan Taman Jurug;27,4;Glodokan Tiang;Polyalthia longifolia;7,2;134;42,65352475;8,5;8,6;7,7;7,565641;110,860236;Not Evaluated;Besar;34_Polyathia Longifolia 3.jpg
6;Kawasan Taman Jurug;27,4;Glodokan Tiang;Polyalthia longifolia;6,9;96;30,55774907;4,6;7,5;6,8;7,565641;110,860236;Not Evaluated;Besar;34_Polyathia Longifolia 3.jpg
6;Kawasan Taman Jurug;27,5;Trembesi;Samanea saman;13,5;263;83,71550007;12,2;18,3;15,2;7,565817;110,860859;Least Concern;Besar;31_S saman.jpg
6;Kawasan Taman Jurug;27,5;Angsana;Pterocarpus indicus;12,7;115;36,60563691;20;10,4;9,8;7,565817;110,860859;Endangered;Besar;28_Pterocarpus indicus.jpg
6;Kawasan Taman Jurug;27,5;Glodokan Tiang;Polyalthia longifolia;10,2;129;41,06197532;4,8;8,4;8;7,565817;110,860859;Not Evaluated;Besar;34_Polyathia Longifolia 3.jpg
6;Kawasan Taman Jurug;27,5;Glodokan Tiang;Polyalthia longifolia;9,8;131;41,69859509;12,6;8;7,6;7,565817;110,860859;Not Evaluated;Besar;34_Polyathia Longifolia 3.jpg
9;Jalan Urip Sumoharjo;28,1;Mahua;Madhuca longifolia;14,5;182;57,93239929;4,3;14,1;12,3;7,567428;110,832518;Not Evaluated;Besar;28_Madhuca longifolia.jpg
9;Jalan Urip Sumoharjo;28,1;Mahua;Madhuca longifolia;14,9;196;62,38873769;6,5;11,2;9,7;7,567428;110,832518;Not Evaluated;Besar;28_Madhuca longifolia.jpg
9;Jalan Urip Sumoharjo;28,1;Tanjung;Mimusops elengi;10,6;96;30,55774907;7,5;8,6;7,2;7,567428;110,832518;Least Concern;Besar;28_Mimusops elengi5.jpg
9;Jalan Urip Sumoharjo;28,1;Tanjung;Mimusops elengi;11;82;26,10141067;9,2;9,8;6,4;7,567428;110,832518;Least Concern;Besar;28_Mimusops elengi5.jpg
9;Jalan Urip Sumoharjo;28,2;Tanjung;Mimusops elengi;9,7;98;31,19436885;11,3;10;9,7;7,565225;110,833919;Least Concern;Besar;28_Mimusops elengi5.jpg
9;Jalan Urip Sumoharjo;28,2;Glodokan Tiang;Polyalthia longifolia;9;92;29,28450953;9,8;10,3;7,6;7,565225;110,833919;Not Evaluated;Besar;34_Polyathia Longifolia 3.jpg
9;Jalan Urip Sumoharjo;28,2;Tanjung;Mimusops elengi;11,5;106;33,74084794;10,4;8,2;6,1;7,565225;110,833919;Least Concern;Besar;28_Mimusops elengi5.jpg
9;Jalan Urip Sumoharjo;28,2;Tanjung;Mimusops elengi;10,8;99;31,51267873;12,5;9,2;5,4;7,565225;110,833919;Least Concern;Besar;28_Mimusops elengi5.jpg
9;Jalan Urip Sumoharjo;28,3;Angsana;Pterocarpus indicus;13,1;146;46,47324338;12,6;12,6;10,5;7,562732;110,83546;Endangered;Besar;28_Pterocarpus indicus.jpg
9;Jalan Urip Sumoharjo;28,3;Glodokan Tiang;Polyalthia longifolia;11,8;112;35,65070725;9,8;9,7;7,6;7,562732;110,83546;Not Evaluated;Besar;34_Polyathia Longifolia 3.jpg
9;Jalan Urip Sumoharjo;28,3;Angsana;Pterocarpus indicus;11,3;106;33,74084794;10,2;8,5;8;7,562732;110,83546;Endangered;Besar;28_Pterocarpus indicus.jpg
9;Jalan Urip Sumoharjo;28,3;Glodokan Tiang;Polyalthia longifolia;10,9;98;31,19436885;11,4;8,2;7,9;7,562732;110,83546;Not Evaluated;Besar;34_Polyathia Longifolia 3.jpg
5;Taman Monumen 45 Banjarsari;31,1;Sukun;Artocarpus altilis;9,8;72;22,91831181;14,3;6,4;5,3;7,560847;110,826357;Not Evaluated;Besar;Sukun_Artocarpus altilis.jpg
5;Taman Monumen 45 Banjarsari;31,1;Tabebuya Kuning;Handroanthus chrysotrichus;8,5;84;26,73803044;10,2;7,2;6,4;7,560847;110,826357;Not Evaluated;Besar;31_Handroanthus chrysotrichus.jpg
5;Taman Monumen 45 Banjarsari;31,1;Kecrutan;Spathodea campanulata;8,8;96;30,55774907;13,5;6,1;5,8;7,560847;110,826357;Least Concern;Besar;Kecrutan_Spathodea campanulata.jpg
5;Taman Monumen 45 Banjarsari;31,1;Dadap ;Erythrina crista-galli;7,6;142;45,20000384;14,1;7,4;6,9;7,560847;110,826357;Least Concern;Besar;
5;Taman Monumen 45 Banjarsari;31,2;Kecrutan;Spathodea campanulata;13,2;98;31,19436885;15,2;9,3;6,2;7,560075;110,826382;Least Concern;Besar;Kecrutan_Spathodea campanulata.jpg
5;Taman Monumen 45 Banjarsari;31,2;Ara Putih;Ficus virens;9,6;129;41,06197532;8,3;10,2;9,8;7,560075;110,826382;Least Concern;Besar;31_ficus virens.jpg
5;Taman Monumen 45 Banjarsari;31,2;Kecrutan;Spathodea campanulata;10;82;26,10141067;13,4;7,6;4,1;7,560075;110,826382;Least Concern;Besar;Kecrutan_Spathodea campanulata.jpg
5;Taman Monumen 45 Banjarsari;31,2;Angsana;Pterocarpus indicus;12,8;145;46,1549335;16,1;11,3;8,4;7,560075;110,826382;Endangered;Besar;28_Pterocarpus indicus.jpg
5;Taman Monumen 45 Banjarsari;31,3;Pule;Alstonia scholaris;11,3;97;30,87605896;8,2;8,3;8,1;7,560287;110,826815;Least Concern;Besar;31_Alstonia scholaris.jpg
5;Taman Monumen 45 Banjarsari;31,3;Trembesi;Samanea saman;12,5;114;36,28732702;22,5;11,4;10,6;7,560287;110,826815;Least Concern;Besar;31_S saman.jpg
5;Taman Monumen 45 Banjarsari;31,3;Bungur;Lagerstroemiaspeciosa;11,9;128;40,74366543;10,6;8,2;6,5;7,560287;110,826815;Not Evaluated;Besar;31_Lagerstroemis speciosa.jpg
5;Taman Monumen 45 Banjarsari;31,3;Angsana;Pterocarpus indicus;15,8;126;40,10704566;6,4;9,4;8,7;7,560287;110,826815;Endangered;Besar;28_Pterocarpus indicus.jpg
41;JL.A.Yani;34,1;Kerai Payung;Filicium decipiens;6,2;86;27,37465021;8,3;5,3;4,2;7,560545;110,836962;Least Concern;Kecil;
41;JL.A.Yani;34,1;Mahua;Madhuca longifolia;15,2;162;51,56620156;8,5;7,8;6,9;7,560545;110,836962;Not Evaluated;Kecil;28_Madhuca longifolia.jpg
41;JL.A.Yani;34,1;Mahua;Madhuca longifolia;16;159;50,6112719;9,1;11,4;8,7;7,560545;110,836962;Not Evaluated;Kecil;28_Madhuca longifolia.jpg
41;JL.A.Yani;34,1;Glodokan Tiang;Polyalthia longifolia;9,6;91;28,96619964;9,3;3,1;2,4;7,560545;110,836962;Not Evaluated;Kecil;34_Polyathia Longifolia 3.jpg
36;Taman Monumen Achmadi;35,1;Angsana;Pterocarpus indicus;12,4;146;46,47324338;16,3;9,4;8,6;7,559081;110,828228;Endangered;Kecil;28_Pterocarpus indicus.jpg
36;Taman Monumen Achmadi;35,1;Pohon Sosis;Kigelia africana;9,2;137;43,60845441;17,1;7,3;6,8;7,559081;110,828228;Least Concern;Kecil;Pohon Sosis_Kigelia africana.jpg
36;Taman Monumen Achmadi;35,1;Trembesi;Samanea saman;16,3;264;84,03380995;20,3;21,3;20,2;7,559081;110,828228;Least Concern;Kecil;31_S saman.jpg
36;Taman Monumen Achmadi;35,1;Beringin;Ficus benjamina;14,7;194;61,75211792;19,8;12,5;11,9;7,559081;110,828228;Least Concern;Kecil;25_ F. benjamina.jpg
42;Jalur Pejalan Kaki Jalan Monginsidi;36,1;Waru;Hibiscus tiliaceus;14,3;117;37,24225668;6,7;10,3;4,5;7,569013;110,832196;Least Concern;Kecil;36_Hibiscus tiliaceus.jpg
42;Jalur Pejalan Kaki Jalan Monginsidi;36,1;Terap;Artocarpus odoratassimus;16,1;211;67,16338598;7,2;9,8;6,4;7,569013;110,832196;Not Evaluated;Kecil;36_Artocarpus odoratissimus.jpg
42;Jalur Pejalan Kaki Jalan Monginsidi;36,1;Kerai Payung;Filicium decipiens;13,9;182;57,93239929;8,5;11,3;8,6;7,569013;110,832196;Least Concern;Kecil;
42;Jalur Pejalan Kaki Jalan Monginsidi;36,1;Angsana;Pterocarpus indicus;14,1;164;52,20282133;11,3;12,4;11,7;7,569013;110,832196;Endangered;Kecil;28_Pterocarpus indicus.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,1;Jati;Tectona grandis;14,6;157;49,97465213;4,4;13,1;12,8;7,561209;110,85781;Not Evaluated;Besar;51_T grandis.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,1;Akasia;Acacia auriculiformis;10,8;141;44,88169395;3,6;11,4;7,6;7,561209;110,85781;Least Concern;Besar;
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,1;Kayu Putih;Melaleuca leucadendra;14;91;28,96619964;4,2;7,8;6,9;7,561209;110,85781;Data Deficient;Besar;
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,1;Sengon;Paraserianthes falcataria;17,1;258;82,12395064;9,1;16,1;15,3;7,561209;110,85781;Least Concern;Besar;41_Paraserianthes falcataria.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,2;Kerai Payung;Filicium decipiens;11,4;117;37,24225668;28;7,2;5;7,561576;110,857978;Least Concern;Besar;
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,2;Beringin;Ficus benjamina;10,8;106;33,74084794;17,1;8,6;7,3;7,561576;110,857978;Least Concern;Besar;25_ F. benjamina.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,2;Mahoni;Swietenia mahagoni;13,1;132;42,01690498;4,7;5,7;5,2;7,561576;110,857978;Near Threatened;Besar;40_ S mahagoni.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,2;Flamboyan;Delonix regia;10,2;184;58,56901906;6,6;8,3;7,8;7,561576;110,857978;Least Concern;Besar;Flamboyan_Delonix regia.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,3;Mindi;Melia azedarach;13,2;82;26,10141067;3,6;11,3;9,8;7,556954;110,857204;Least Concern;Besar;
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,3;Asam Jawa;Tamarindus indica;8,7;65;20,6901426;8,5;9,6;8,8;7,556954;110,857204;Least Concern;Besar;
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,3;Kepoh;Sterculia foetida;8,5;61;19,41690306;14,5;7,2;6,4;7,556954;110,857204;Not Evaluated;Besar;
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,3;Asam Londo;Pithecellobium dulce;8,3;220;70,02817496;6,4;13,4;13,2;7,556954;110,857204;Least Concern;Besar;
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,4;Kayu Putih;Melaleuca leucadendra;12,5;117;37,24225668;4,2;7,5;8,4;7,557588;110,859086;Data Deficient;Besar;
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,4;Sengon;Paraserianthes falcataria;11,2;97;30,87605896;8,7;9,7;8,4;7,557588;110,859086;Least Concern;Besar;41_Paraserianthes falcataria.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,4;Akasia;Acacia auriculiformis;10,8;73;23,23662169;18,4;13,4;9,6;7,557588;110,859086;Least Concern;Besar;
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,4;Angsana;Pterocarpus indicus;22,7;348;110,7718404;25,3;15,1;14,8;7,557588;110,859086;Endangered;Besar;28_Pterocarpus indicus.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,5;Pohon Sosis;Least Concern;14,5;274;87,21690881;5,1;10,3;9,5;7,56142;110,855402;Least Concern;Besar;Pohon Sosis_Kigelia africana.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,5;Pohon Sosis;Kigelia africana;15,1;416;132,4169127;8,3;13,8;13;7,56142;110,855402;Least Concern;Besar;Pohon Sosis_Kigelia africana.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,5;Kerai Payung;Filicium decipiens;10,2;98;31,19436885;23,8;11,6;9,2;7,56142;110,855402;Least Concern;Besar;
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,5;Mahoni;Swietenia mahagoni;15,7;217;69,0732453;17,3;15,3;14,7;7,56142;110,855402;Near Threatened;Besar;40_ S mahagoni.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,6;Angsana;Pterocarpus indicus;21,5;289;91,99155711;8,9;20,5;20,1;7,560741;110,853783;Endangered;Besar;28_Pterocarpus indicus.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,6;Angsana;Pterocarpus indicus;22;227;72,25634416;13;21,7;18,5;7,560741;110,853783;Endangered;Besar;28_Pterocarpus indicus.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,6;Beringin;Ficus benjamina;22,8;396;126,0507149;15,2;22,4;21,3;7,560741;110,853783;Least Concern;Besar;25_ F. benjamina.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,6;Angsana;Pterocarpus indicus;20,7;215;68,43662553;5,9;14,7;16,5;7,560741;110,853783;Endangered;Besar;28_Pterocarpus indicus.jpg
