No baru;RTH;PCQ;Nama Jenis;Spesies;Tinggi Pohon (m);Keliling (cm);Diameter (cm);Jarak ke Pohon (m);Panjang Coverage (m);Lebar Coverage (m);Latitude;Longitude;IUCN;Keterangan Luas;Image
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,7;Ketapang Kencana;Terminalia mantaly;15,1;104;33,10422816;3,8;10,5;10;7,559336;110,854433;Least Concern;Besar;41_T.mantaly.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,7;Angsana;Pterocarpus indicus;20,6;417;132,7352225;12,5;12,3;11,6;7,559336;110,854433;Endangered;Besar;28_Pterocarpus indicus.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,7;Beringin;Ficus benjamina;14,8;397;126,3690248;24,2;10,3;9,7;7,559336;110,854433;Least Concern;Besar;25_ F. benjamina.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,7;Pohon Roda;Hura crepitans;10,3;83;26,41972055;14,2;13,7;9,4;7,559336;110,854433;Not Evaluated;Besar;Pohon Roda_Hura crepitans.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,8;Akasia;Acacia auriculiformis;18,7;172;54,74930042;31,3;13,2;9,3;7,557763;110,854876;Least Concern;Besar;
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,8;Mangga;Mangifera indica;10,9;84;26,73803044;12,4;9,7;8,9;7,557763;110,854876;Data Deficient;Besar;
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,8;Beringin;Ficus benjamina;20,5;374;119,0478974;13;19,8;18,3;7,557763;110,854876;Least Concern;Besar;25_ F. benjamina.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,8;Angsana;Pterocarpus indicus;21,2;315;100,2676141;14,3;20,1;19,7;7,557763;110,854876;Endangered;Besar;28_Pterocarpus indicus.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,9;Jati;Tectona grandis;18,2;102;32,46760839;17;9,7;8,5;7,55913;110,857268;Not Evaluated;Besar;51_T grandis.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,9;Asam Londo;Pithecellobium dulce;14,3;164;52,20282133;13,9;10,1;7,5;7,55913;110,857268;Least Concern;Besar;
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,9;Angsana;Pterocarpus indicus;21,2;235;74,80282325;13,2;11,3;11,2;7,55913;110,857268;Endangered;Besar;28_Pterocarpus indicus.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,9;Angsana;Pterocarpus indicus;21,8;287;91,35493733;7,9;13,4;12,8;7,55913;110,857268;Endangered;Besar;28_Pterocarpus indicus.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,1;Bunga Kupu-Kupu;Bauhinia purpurea;10,2;73;23,23662169;15,2;8,7;7,3;7,560131;110,858648;Least Concern;Besar;40_B. purpurea.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,1;Asam Londo;Pithecellobium dulce;14,6;147;46,79155327;13,7;18,4;13,2;7,560131;110,858648;Least Concern;Besar;
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,1;Sawo Kecik;Manilkara kauki;11,7;60;19,09859317;7,6;9,7;8,5;7,560131;110,858648;Not Evaluated;Besar;37.sawo kecik_Manilkara kauki.jpg
7;Kompleks UNS (Stadiun UNS dan Danau UNS);37,1;Jati;Tectona grandis;12,4;79;25,14648101;11,1;9,8;7,4;7,560131;110,858648;Not Evaluated;Besar;51_T grandis.jpg
35;Sempadan Sungai Pepe;38,1;Kelengkeng;Dimocarpus longan;11,5;183;58,25070917;1,7;13,6;11,8;7,557779;110,819482;Near Threatened;Kecil;25_Dimocarpus longan.jpg
35;Sempadan Sungai Pepe;38,1;Belimbing;Averrhoa carambola;10,2;120;38,19718634;11,6;8,7;6,4;7,557779;110,819482;Not Evaluated;Kecil;
35;Sempadan Sungai Pepe;38,1;Matoa;Pometia pinnata;13,8;134;42,65352475;18,9;17,5;10,4;7,557779;110,819482;Least Concern;Kecil;
35;Sempadan Sungai Pepe;38,1;Mangga;Mangifera indica;12,7;131;41,69859509;20,4;8,4;7,1;7,557779;110,819482;Data Deficient;Kecil;
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,1;Ketapang;Terminalia catappa;15,1;97;30,87605896;7,2;10,3;9,8;7,555333;110,803439;Least Concern;Besar;Ketapang_Terminalia catappa.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,1;Kareumbi;Homalanthus populneus;14,3;108;34,37746771;3,8;8,5;7,3;7,555333;110,803439;Least Concern;Besar;40_Homalanthus populneus.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,1;Ketapang;Terminalia catappa;15,7;102;32,46760839;19,2;9,3;8,1;7,555333;110,803439;Least Concern;Besar;Ketapang_Terminalia catappa.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,1;Kopi Anjing;Cynometra ramiflora;11,5;84;26,73803044;4,9;8,2;7,6;7,555333;110,803439;Least Concern;Besar;40_Cynometra ramiflora.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,2;Trembesi;Samanea saman;13,2;213;67,80000576;17,5;17,5;15,4;7,556152;110,804913;Least Concern;Besar;31_S saman.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,2;Kenitu;Chrysophyllum cainito;11,5;98;31,19436885;10,8;12,3;9,9;7,556152;110,804913;Least Concern;Besar;40_Chrysophyllum cainito.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,2;Kopi anjing;Cynometra ramiflora;9,8;76;24,19155135;11,1;9,7;8,4;7,556152;110,804913;Least Concern;Besar;40_Cynometra ramiflora.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,2;Bisbul;Diospyros blancoi;12,1;86;27,37465021;16,2;7,6;7;7,556152;110,804913;Not Evaluated;Besar;40_Diospyros blancoi.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,3;Bunga Kupu-Kupu;Bauhinia purpurea;12,3;98;31,19436885;4,3;9,5;8,7;7,556865;110,805528;Least Concern;Besar;40_B. purpurea.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,3;Bunga Kupu-Kupu;Bauhinia purpurea;11,7;112;35,65070725;6,2;10,3;7,8;7,556865;110,805528;Least Concern;Besar;40_B. purpurea.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,3;Lamtoro;Leucaena leucocephala;14;126;40,10704566;13,2;14,6;10,7;7,556865;110,805528;Not Evaluated;Besar;Lamtoro_Leucaena leucocephala.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,3;Trembesi;Samanea saman;14,8;137;43,60845441;9,6;10,2;9,8;7,556865;110,805528;Least Concern;Besar;31_S saman.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,4;Mangga;Mangifera indica;9,4;72;22,91831181;2,8;6,3;5;7,556826;110,807154;Data Deficient;Besar;
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,4;Angsana;Pterocarpus indicus;13,4;134;42,65352475;11,2;10,7;9,7;7,556826;110,807154;Endangered;Besar;28_Pterocarpus indicus.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,4;Angsana;Pterocarpus indicus;15,2;142;45,20000384;5,8;12,4;10,7;7,556826;110,807154;Endangered;Besar;28_Pterocarpus indicus.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,4;Kenitu;Chrysophyllum cainito;10,4;81;25,78310078;4,7;9,4;6,3;7,556826;110,807154;Least Concern;Besar;40_Chrysophyllum cainito.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,5;Beringin;Ficus benjamina;18,3;291;92,62817688;13;16,4;15,8;7,555167;110,807368;Least Concern;Besar;25_ F. benjamina.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,5;Cemara Laut;Casuarina equisetifolia;21,4;167;53,15775099;8,6;8,3;7,4;7,555167;110,807368;Least Concern;Besar;Cemara laut_Casuarina equisetifolia.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,5;Waru;Hibiscus tiliaceus;16,3;120;38,19718634;11;15,6;10,1;7,555167;110,807368;Least Concern;Besar;36_Hibiscus tiliaceus.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,5;Beringin;Ficus benjamina;20,5;18200;5793,239929;13,9;22,3;22,1;7,555167;110,807368;Least Concern;Besar;25_ F. benjamina.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,6;Cemara Laut;Casuarina equisetifolia;15,3;186;59,20563883;12,4;7,4;6,8;7,554763;110,807168;Least Concern;Besar;Cemara laut_Casuarina equisetifolia.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,6;Cemara Laut;Casuarina equisetifolia;16,2;162;51,56620156;3,6;8,3;7,6;7,554763;110,807168;Least Concern;Besar;Cemara laut_Casuarina equisetifolia.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,6;Tanjung;Mimusops elengi;12,8;103;32,78591828;8,3;14,3;9,8;7,554763;110,807168;Least Concern;Besar;28_Mimusops elengi5.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,6;Tanjung;Mimusops elengi;16,4;124;39,47042589;3,3;11,4;8,6;7,554763;110,807168;Least Concern;Besar;28_Mimusops elengi5.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,7;Kersen;Muntingia calabura;11,8;98;31,19436885;11,5;8,4;7,6;7,554232;110,806539;Not Evaluated;Besar;40_Muntingia calabura.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,7;Waru;Hibiscus tiliaceus;13,3;196;62,38873769;8,6;12,3;9,4;7,554232;110,806539;Least Concern;Besar;36_Hibiscus tiliaceus.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,7;Kayu Jaran;Lannea coromandelica;12,7;172;54,74930042;3,7;13,7;12,2;7,554232;110,806539;Least Concern;Besar;40_Lannea coromandelica.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,7;Kersen;Muntingia calabura;9,6;86;27,37465021;9,1;10,4;9,6;7,554232;110,806539;Not Evaluated;Besar;40_Muntingia calabura.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,8;Trembesi;Samanea saman;18,7;212;67,48169587;6,2;23,4;23,2;7,554183;110,805549;Least Concern;Besar;31_S saman.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,8;Flamboyan;Delonix regia;18,2;226;71,93803428;8,1;18,7;16,4;7,554183;110,805549;Least Concern;Besar;Flamboyan_Delonix regia.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,8;Mahoni;Swietenia mahagoni;12,3;119;37,87887646;13,5;6,7;5,3;7,554183;110,805549;Near Threatened;Besar;40_ S mahagoni.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,8;Mahoni;Swietenia mahagoni;11,5;96;30,55774907;5,3;9,5;8,4;7,554183;110,805549;Near Threatened;Besar;40_ S mahagoni.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,9;Pohon Biola Cantik;Ficus lyrata;7,6;84;26,73803044;15,1;8,1;7,4;7,553841;110,805103;Least Concern;Besar;41_F.lyrata.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,9;Mahoni;Swietenia mahagoni;12,5;97;30,87605896;5,8;7,4;6,9;7,553841;110,805103;Near Threatened;Besar;40_ S mahagoni.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,9;Eukaliptus;Eucalyptus deglupta;17,4;89;28,32957987;4,7;4,5;4,2;7,553841;110,805103;Vulnerable;Besar;
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,9;Eukaliptus;Eucalyptus deglupta;16,3;99;31,51267873;8,2;4,3;3,9;7,553841;110,805103;Vulnerable;Besar;
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,1;Cemara Laut;Casuarina equisetifolia;20,3;175;55,70423008;7,6;8,4;7,6;7,554167;110,803635;Least Concern;Besar;Cemara laut_Casuarina equisetifolia.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,1;Jakaranda;Jacaranda acutifolia;15,7;96;30,55774907;5,4;9,3;7,2;7,554167;110,803635;Least Concern;Besar;40_Jacaranda acutifolia2.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,1;Jakaranda;Jacaranda acutifolia;13,8;82;26,10141067;4,8;6,4;5,7;7,554167;110,803635;Least Concern;Besar;40_Jacaranda acutifolia2.jpg
2;Stadiun Manahan dan Taman Selatan Stadiun Manahan;40,1;Jakaranda;Jacaranda acutifolia;12,1;86;27,37465021;9,3;10,1;8,3;7,554167;110,803635;Least Concern;Besar;40_Jacaranda acutifolia2.jpg
8;Taman Sekartaji;41,1;Bisbul;Diospyros blancoi;9,8;54;17,18873385;9,1;5,8;5,6;7,554758;110,847077;Not Evaluated;Besar;40_Diospyros blancoi.jpg
8;Taman Sekartaji;41,1;Pohon Lo;Ficus racemosa;12,3;182;57,93239929;18,7;14,2;11,6;7,554758;110,847077;Least Concern;Besar;Lo_Ficus racemosa.jpg
8;Taman Sekartaji;41,1;Jambu Air;Syzygium aqueum;9,1;58;18,4619734;10,1;7,9;6,4;7,554758;110,847077;Not Evaluated;Besar;41.1_Sizygium aqueum.jpg
8;Taman Sekartaji;41,1;Cemara Laut;Casuarina equisetifolia;14,2;124;39,47042589;10,8;9,2;8,4;7,554758;110,847077;Least Concern;Besar;Cemara laut_Casuarina equisetifolia.jpg
8;Taman Sekartaji;41,2;Karet Kebo;Ficus elastica;8,2;94;29,9211293;8,3;9,3;8,3;7,554975;110,846212;Least Concern;Besar;41_F.elastica.jpg
8;Taman Sekartaji;41,2;Bodhi;Ficus religiosa;12,4;241;76,71268257;8,3;12,3;11,7;7,554975;110,846212;Least Concern;Besar;41_F.raligiosa.jpg
8;Taman Sekartaji;41,2;Ketapang Kencana;Terminalia mantaly;11,8;126;40,10704566;9,5;9,2;8,4;7,554975;110,846212;Least Concern;Besar;41_T.mantaly.jpg
8;Taman Sekartaji;41,2;Blimbing Wuluh;Averrhoa bilimbi;7,9;84;26,73803044;4,4;6,4;6,1;7,554975;110,846212;Not Evaluated;Besar;
8;Taman Sekartaji;41,3;Nangka;Artocarpus heterophyllus;13,4;109;34,69577759;7;5,1;4,2;7,554918;110,843342;Not Evaluated;Besar;42_A heterophyllus.jpg
8;Taman Sekartaji;41,3;Sukun;Artocarpus altilis;15,3;142;45,20000384;3,5;8,5;5,7;7,554918;110,843342;Not Evaluated;Besar;Sukun_Artocarpus altilis.jpg
8;Taman Sekartaji;41,3;Cemara Norflok;Araucaria heterophylla;11,2;97;30,87605896;8,2;5,8;4,7;7,554918;110,843342;Vulnerable;Besar;41_Araucaria heteropylla.jpg
8;Taman Sekartaji;41,3;Johar;Senna siamea;14,8;116;36,9239468;5,1;12,7;9,8;7,554918;110,843342;Least Concern;Besar;41_johar.jpg
8;Taman Sekartaji;41,4;Sengon;Paraserianthes falcataria;16,2;263;83,71550007;2,2;13,4;11,2;7,5547;110,841002;Least Concern;Besar;41_Paraserianthes falcataria.jpg
8;Taman Sekartaji;41,4;Flamboyan;Delonix regia;15,9;212;67,48169587;2;14,2;13,8;7,5547;110,841002;Least Concern;Besar;Flamboyan_Delonix regia.jpg
8;Taman Sekartaji;41,4;Flamboyan;Delonix regia;13,5;174;55,3859202;11,3;9,4;8,3;7,5547;110,841002;Least Concern;Besar;Flamboyan_Delonix regia.jpg
8;Taman Sekartaji;41,4;Sengon;Paraserianthes falcataria;15,2;182;57,93239929;9,8;13,5;9,7;7,5547;110,841002;Least Concern;Besar;41_Paraserianthes falcataria.jpg
8;Taman Sekartaji;41,5;Tabebuya Kuning;Handroanthus chrysotrichus;9,4;87;27,6929601;4,3;5,4;4,1;7,554509;110,839774;Not Evaluated;Besar;31_Handroanthus chrysotrichus.jpg
8;Taman Sekartaji;41,5;Kenitu;Chrysophyllum cainito;11,5;42;13,36901522;2,3;7,6;6,4;7,554509;110,839774;Least Concern;Besar;40_Chrysophyllum cainito.jpg
8;Taman Sekartaji;41,5;Sikat Botol;Callistemon viminalis;8,7;92;29,28450953;5,6;6,8;5,3;7,554509;110,839774;Not Evaluated;Besar;47.2_Bombax ceiba.jpg
8;Taman Sekartaji;41,5;Mangga;Mangifera indica;10,5;107;34,05915782;7;12,8;9,4;7,554509;110,839774;Data Deficient;Besar;
3;Taman Balekambang dan Taman Pembibitan;42,1;Angsana;Pterocarpus indicus;14;98;31,19436885;10,6;8,1;7,8;7,552825;110,807742;Endangered;Besar;28_Pterocarpus indicus.jpg
3;Taman Balekambang dan Taman Pembibitan;42,1;Trembesi;Samanea saman;17,3;182;57,93239929;26,8;15,3;14;7,552825;110,807742;Least Concern;Besar;31_S saman.jpg
3;Taman Balekambang dan Taman Pembibitan;42,1;Trembesi;Samanea saman;17,1;276;87,85352859;9,6;17,5;15,1;7,552825;110,807742;Least Concern;Besar;31_S saman.jpg
3;Taman Balekambang dan Taman Pembibitan;42,1;Salam;Syzygium polyanthum;13,3;82;26,10141067;7,2;5,3;4,4;7,552825;110,807742;Not Evaluated;Besar;
3;Taman Balekambang dan Taman Pembibitan;42,2;Beringin;Ficus benjamina;21,2;242;77,03099246;13,6;16,7;15,1;7,552723;110,807128;Least Concern;Besar;25_ F. benjamina.jpg
3;Taman Balekambang dan Taman Pembibitan;42,2;Trembesi;Samanea saman;23,5;267;84,98873961;23,7;27,4;25,1;7,552723;110,807128;Least Concern;Besar;31_S saman.jpg
3;Taman Balekambang dan Taman Pembibitan;42,2;Tanjung;Mimusops elengi;12,6;154;49,01972247;13,3;14,7;13,3;7,552723;110,807128;Least Concern;Besar;28_Mimusops elengi5.jpg
3;Taman Balekambang dan Taman Pembibitan;42,2;Trembesi;Samanea saman;22,8;321;102,1774735;19,7;29,4;25,2;7,552723;110,807128;Least Concern;Besar;31_S saman.jpg
3;Taman Balekambang dan Taman Pembibitan;42,3;Trembesi;Samanea saman;21,7;165;52,52113122;29,6;17,5;13,6;7,55202;110,806963;Least Concern;Besar;31_S saman.jpg
3;Taman Balekambang dan Taman Pembibitan;42,3;Trembesi;Samanea saman;22,1;262;83,39719018;28,3;18,3;14,1;7,55202;110,806963;Least Concern;Besar;31_S saman.jpg
3;Taman Balekambang dan Taman Pembibitan;42,3;Tanjung;Mimusops elengi;11,4;201;63,98028712;12,6;7,1;5,4;7,55202;110,806963;Least Concern;Besar;28_Mimusops elengi5.jpg
3;Taman Balekambang dan Taman Pembibitan;42,3;Trembesi;Samanea saman;18,5;378;120,321137;15,5;15,6;14,2;7,55202;110,806963;Least Concern;Besar;31_S saman.jpg
3;Taman Balekambang dan Taman Pembibitan;42,4;Beringin;Ficus benjamina;18,7;310;98,67606472;8,7;19,2;18,5;7,551633;110,80626;Least Concern;Besar;25_ F. benjamina.jpg
3;Taman Balekambang dan Taman Pembibitan;42,4;Rambutan;Nephelium lappaceum;8,1;97;30,87605896;6,1;7,6;7;7,551633;110,80626;Least Concern;Besar;42_Nephelium lappaceum.jpg
3;Taman Balekambang dan Taman Pembibitan;42,4;Mangga;Mangifera indica;9,2;74;23,55493158;4,1;5,4;3,2;7,551633;110,80626;Data Deficient;Besar;
3;Taman Balekambang dan Taman Pembibitan;42,4;Mangga;Mangifera indica;9,5;72;22,91831181;3,8;5,1;4,4;7,551633;110,80626;Data Deficient;Besar;
3;Taman Balekambang dan Taman Pembibitan;42,5;Duwet;Syzygium cumini;15,8;211;67,16338598;4,7;14,3;10,2;7,551679;110,806018;Least Concern;Besar;42_ S cumini.jpg
3;Taman Balekambang dan Taman Pembibitan;42,5;Jambu Air;Syzygium aqueum;9,4;163;51,88451145;5,3;7,2;6,4;7,551679;110,806018;Not Evaluated;Besar;41.1_Sizygium aqueum.jpg
3;Taman Balekambang dan Taman Pembibitan;42,5;Rambutan;Nephelium lappaceum;13,4;121;38,51549623;12,7;11,6;10,8;7,551679;110,806018;Least Concern;Besar;42_Nephelium lappaceum.jpg
3;Taman Balekambang dan Taman Pembibitan;42,5;Nangka;Artocarpus heterophyllus;11,7;142;45,20000384;10,1;6,7;5,4;7,551679;110,806018;Not Evaluated;Besar;42_A heterophyllus.jpg
3;Taman Balekambang dan Taman Pembibitan;42,6;Kayu Putih;Melaleuca leucadendra;14,6;226;71,93803428;3;8,4;7,6;7,552317;110,808922;Data Deficient;Besar;
3;Taman Balekambang dan Taman Pembibitan;42,6;Kapuk Randu;Ceiba pentandra;15,3;218;69,39155519;21;7,3;6,4;7,552317;110,808922;Least Concern;Besar;Kapuk randu_Ceiba pentandra.jpg
3;Taman Balekambang dan Taman Pembibitan;42,6;Kayu Putih;Melaleuca leucadendra;14,8;231;73,52958371;9,2;9,3;8,5;7,552317;110,808922;Data Deficient;Besar;
3;Taman Balekambang dan Taman Pembibitan;42,6;Asem Jawa;Tamarindus indica;13,1;246;78,304232;18,3;10,8;9,2;7,552317;110,808922;Least Concern;Besar;
3;Taman Balekambang dan Taman Pembibitan;42,7;Mangga;Mangifera indica;9,2;91;28,96619964;3,2;8,2;6,3;7,552663;110,809552;Data Deficient;Besar;
3;Taman Balekambang dan Taman Pembibitan;42,7;Kayu Putih;Melaleuca leucadendra;24,3;312;99,31268449;8,7;12,5;11,6;7,552663;110,809552;Data Deficient;Besar;
3;Taman Balekambang dan Taman Pembibitan;42,7;Kapuk Randu;Ceiba pentandra;23,8;342;108,8619811;9,9;8,1;7,4;7,552663;110,809552;Least Concern;Besar;Kapuk randu_Ceiba pentandra.jpg
3;Taman Balekambang dan Taman Pembibitan;42,7;Kayu Putih;Melaleuca leucadendra;20,1;266;84,67042972;5,1;10,3;7,5;7,552663;110,809552;Data Deficient;Besar;
22;Taman Tirtonadi;43,1;Tabebuya Ungu;Tabebuia rosea;8;68;21,64507226;6,5;2,3;1,2;7,55133;110,819863;Least Concern;Sedang;
22;Taman Tirtonadi;43,1;Mahoni;Swietenia mahagoni;13,3;72;22,91831181;6,9;4,5;3,1;7,55133;110,819863;Near Threatened;Sedang;40_ S mahagoni.jpg
22;Taman Tirtonadi;43,1;Angsana;Pterocarpus indicus;14,4;124;39,47042589;5,7;9,7;8,4;7,55133;110,819863;Endangered;Sedang;28_Pterocarpus indicus.jpg
22;Taman Tirtonadi;43,1;Angsana;Pterocarpus indicus;14,5;118;37,56056657;6,2;14,6;10,5;7,55133;110,819863;Endangered;Sedang;28_Pterocarpus indicus.jpg
22;Taman Tirtonadi;43,2;Eukaliptus;Eucalyptus deglupta;10,3;92;29,28450953;4,6;6,2;5,4;7,55159;110,82048;Vulnerable;Sedang;
22;Taman Tirtonadi;43,2;Ketapang Kencana;Terminalia mantaly;9,8;84;26,73803044;5,2;6,3;6;7,55159;110,82048;Least Concern;Sedang;41_T.mantaly.jpg
22;Taman Tirtonadi;43,2;Mangga;Mangifera indica;6,7;97;30,87605896;8,3;8,1;7,4;7,55159;110,82048;Data Deficient;Sedang;
22;Taman Tirtonadi;43,2;Angsana;Pterocarpus indicus;14,1;134;42,65352475;8,7;13,7;10,1;7,55159;110,82048;Endangered;Sedang;28_Pterocarpus indicus.jpg
22;Taman Tirtonadi;43,3;Tabebuya Ungu;Tabebuia rosea;9,1;52;16,55211408;13,8;5,3;5;7,551767;110,821012;Least Concern;Sedang;
22;Taman Tirtonadi;43,3;Tabebuya Ungu;Tabebuia rosea;6,3;48;15,27887454;4;6,2;5,8;7,551767;110,821012;Least Concern;Sedang;
22;Taman Tirtonadi;43,3;Mangga;Mangifera indica;7,8;82;26,10141067;10,2;7,4;6,2;7,551767;110,821012;Data Deficient;Sedang;
22;Taman Tirtonadi;43,3;Palem Butia;Butia capitata;7,7;98;31,19436885;10,6;9,4;8,8;7,551767;110,821012;Not Evaluated;Sedang;47.2_Bombax ceiba.jpg
37;Sempadan Sungai Gajah Putih;44,1;Lamtoro;Leucaena leucocephala;13,2;146;46,47324338;19,8;9,7;8,2;7,551338;110,802857;Not Evaluated;Kecil;Lamtoro_Leucaena leucocephala.jpg
37;Sempadan Sungai Gajah Putih;44,1;Matoa;Pometia pinnata;12,8;138;43,92676429;8,5;11,3;10,1;7,551338;110,802857;Least Concern;Kecil;
37;Sempadan Sungai Gajah Putih;44,1;Salam;Syzygium polyanthum;14,1;173;55,06761031;24,2;9,9;8,3;7,551338;110,802857;Not Evaluated;Kecil;
37;Sempadan Sungai Gajah Putih;44,1;Kenitu;Chrysophyllum cainito;15,3;286;91,03662745;7;21,5;20,6;7,551338;110,802857;Least Concern;Kecil;40_Chrysophyllum cainito.jpg
4;Taman Bantaran Sungai Pepe (Bagian Utara);45,1;Mangga;Mangifera indica;8,4;82;26,10141067;9,4;8,2;6,3;7,551012;110,82112;Data Deficient;Besar;
4;Taman Bantaran Sungai Pepe (Bagian Utara);45,1;Pule;Alstonia scholaris;6,2;92;29,28450953;10,2;3;3;7,551012;110,82112;Least Concern;Besar;31_Alstonia scholaris.jpg
4;Taman Bantaran Sungai Pepe (Bagian Utara);45,1;Pule;Alstonia scholaris;9,3;102;32,46760839;6,3;3;3;7,551012;110,82112;Least Concern;Besar;31_Alstonia scholaris.jpg
4;Taman Bantaran Sungai Pepe (Bagian Utara);45,1;Pule;Alstonia scholaris;9,1;52;16,55211408;7;2;1,8;7,551012;110,82112;Least Concern;Besar;31_Alstonia scholaris.jpg
4;Taman Bantaran Sungai Pepe (Bagian Utara);45,2;Jati Putih;Gmelina arborea;14,8;182;57,93239929;13,1;13,1;10,7;7,549357;110,817463;Least Concern;Besar;45_Gmelina arborea.jpg
4;Taman Bantaran Sungai Pepe (Bagian Utara);45,2;Jati Putih;Gmelina arborea;14,6;173;55,06761031;6,6;11,2;10,5;7,549357;110,817463;Least Concern;Besar;45_Gmelina arborea.jpg
4;Taman Bantaran Sungai Pepe (Bagian Utara);45,2;Tabebuya Ungu;Tabebuia rosea;11,2;84;26,73803044;5,6;6,7;4,9;7,549357;110,817463;Least Concern;Besar;
4;Taman Bantaran Sungai Pepe (Bagian Utara);45,2;Ketapang Kencana;Terminalia mantaly;13,2;92;29,28450953;6,8;8,5;8,4;7,549357;110,817463;Least Concern;Besar;41_T.mantaly.jpg
4;Taman Bantaran Sungai Pepe (Bagian Utara);45,3;Jambu Air;Syzygium aqueum;10,7;97;30,87605896;8,1;8,2;6,5;7,54978;110,813807;Not Evaluated;Besar;41.1_Sizygium aqueum.jpg
4;Taman Bantaran Sungai Pepe (Bagian Utara);45,3;Talok;Muntingia calabura;8,2;80;25,46479089;5,4;9,3;7,8;7,54978;110,813807;Not Evaluated;Besar;40_Muntingia calabura.jpg
4;Taman Bantaran Sungai Pepe (Bagian Utara);45,3;Beringin;Ficus benjamina;7,6;86;27,37465021;23;7,3;7,1;7,54978;110,813807;Least Concern;Besar;25_ F. benjamina.jpg
4;Taman Bantaran Sungai Pepe (Bagian Utara);45,3;Trembesi;Samanea saman;14,8;198;63,02535746;7,2;14,6;14,2;7,54978;110,813807;Least Concern;Besar;31_S saman.jpg
39;Makam Astonoloyo;47,1;Kapuk Randu;Ceiba pentandra;15,5;263;83,71550007;17,7;9,2;7,4;7,53834;110,834037;Least Concern;Kecil;Kapuk randu_Ceiba pentandra.jpg
39;Makam Astonoloyo;47,1;Kamboja;Plumeria alba;4,6;31;9,867606472;1,7;3;2,8;7,53834;110,834037;Least Concern;Kecil;Kamboja Putih_Plumeria alba.jpg
